"594634975036592128","3140889318","2020351"
"594635046356709376","316010030","316010030"
"594635046356709376","316010030","16548023"
"594635104397303810","258810247","816653"
"594635106087608320","63636163","35293"
"594635177587965952","1961671051","2749313005"
"594635186932948992","2812076916","64929124"
"594635186932948992","2812076916","20158584"
"594635186932948992","2812076916","140195719"
"594635249264398336","33013643","74580436"
"594635249264398336","33013643","10228272"
"594635565884145666","2020351","2020351"
"594635638185586688","57704726","2749313005"
"594635673786691584","457206998","2897431"
"594635673786691584","457206998","52247685"
"594635758348173312","2812076916","140195719"
"594635796931432449","3011301300","26411479"
"594635908651024384","711593403","26411479"
"594635931258204161","2646742338","139353101"
"594635931258204161","2646742338","51123740"
"594636012455755777","15925189","18818627"
"594636064548986880","49308532","2749313005"
"594636317771759616","790036","2457172872"
"594636317771759616","790036","38355920"
"594636317771759616","790036","38339409"
"594636317771759616","790036","55639889"
"594636317771759616","790036","307902310"
"594636317771759616","790036","1636590253"
"594636371727425536","196414833","10228272"
"594636371727425536","196414833","14372486"
"594636459446906880","525656191","88912155"
"594636459446906880","525656191","429533485"
"594636501247348736","2149538606","16711478"
"594636502279196672","17392948","110520327"
"594636566598823936","3138326864","26411479"
"594636715345719297","549067791","3034814919"
"594636850700095488","59220222","65739179"
"594637075036639232","1573782097","10228272"
"594637075036639232","1573782097","382566050"
"594637109157240832","15925189","18818627"
"594637122037882880","22367281","5548212"
"594637158843064320","444123120","8432652"
"594637210596581376","834809228","2820222471"
"594637333984579584","18818627","15925189"
"594637416222318593","1900132784","19709040"
"594637416201347072","16997784","20562637"
"594637461814382592","309197522","309197522"
"594637461814382592","309197522","23818581"
"594637479023616000","18886763","2020351"
"594637551274602497","2471458922","10228272"
"594637589673553920","7493452","16186995"
"594637622099644416","168473135","3051176744"
"594637752290783233","9162532","807707539"
"594637785983770624","18818627","15925189"
"594637807311814657","279206309","37019708"
"594637835690516480","142309799","65739179"
"594637845454716928","19455101","461768237"
"594637907903647744","790036","2457172872"
"594637907903647744","790036","38355920"
"594637907903647744","790036","38339409"
"594637907903647744","790036","55639889"
"594637907903647744","790036","307902310"
"594637907903647744","790036","1636590253"
"594637989474541568","15383604","23575194"
"594638150951014400","15925189","18818627"
"594638225412521984","47169338","277568858"
"594638262221832192","302724176","515766653"
"594638281066811393","67970963","15438913"
"594638362595627008","42102154","7603032"
"594638469764284416","2729885157","10228272"
"594638510159753216","3196606233","2649605648"
"594638523166134272","2880285880","3115849780"
"594638531814883328","3196606233","1525558249"
"594638532360216577","3196606233","464880287"
"594638534138589184","3196606233","2209433240"
"594638535254220802","3196606233","2523812948"
"594638537603031040","3196606233","3008234661"
"594638540425793537","3196606233","3023272294"
"594638540660604929","17392948","110520327"
"594638588517593088","92089967","10228272"
"594638588517593088","92089967","92089967"
"594638603667443712","14546264","755859"
"594638659342700545","137631938","19748200"
"594638709904973824","461768237","16240267"
"594638711389888512","3121676806","1460809490"
"594638780943863809","45588261","63043"
"594638845892636673","3164689598","2244306842"
"594639580135104514","2448194881","126124275"
"594639600292745216","15791237","755859"
"594639669087838209","133842089","3024880717"
"594639679015636992","320893063","93723527"
"594639761605840896","1351219867","10228272"
"594639761605840896","1351219867","7846"
"594639810083614720","37656114","755859"
"594640003306688512","7045172","755859"
"594640033916788736","3095930009","209484168"
"594640053843992576","201526544","13212492"
"594640176703475713","75847477","75847477"
"594640241610387456","207271383","26582193"
"594640260857991169","227827150","717957507"
"594640282685079553","45737231","2654166428"
"594640282685079553","45737231","832466173"
"594640452298518528","45737231","2654166428"
"594640452298518528","45737231","832466173"
"594640630246027265","17582645","755859"
"594640725985370112","304694106","539882644"
"594640830012461056","1197910819","1347494138"
"594640841953579011","20427743","755859"
"594640888212643840","49272829","38117685"
"594641010258378752","346456261","8841372"
"594641011420323840","3059654592","8841372"
"594641027467767808","1668955244","2749313005"
"594641028461797376","10988282","65739179"
"594641125882888194","2176093819","277568858"
"594641148762783745","51945566","38117685"
"594641215980773376","37017029","891402013"
"594641219906629632","37194973","23818581"
"594641234469224448","2992095780","65739179"
"594641247144402945","1210280666","731223740"
"594641292090540032","110120003","10228272"
"594641566167339008","513532752","232376381"
"594641762758561792","19257127","10228272"
"594641808342261760","1181630844","10228272"
"594641808342261760","1181630844","239672340"
"594641853107994624","15202692","14763734"
"594641908640686080","1181630844","10228272"
"594641908640686080","1181630844","43849871"
"594641997849300992","834809228","2820222471"
"594642014886633472","304694106","539882644"
"594642078987988994","1418797656","10228272"
"594642078987988994","1418797656","352316274"
"594642164962951171","312201745","65739179"
"594642327047577600","409183088","49973657"
"594642363923869697","16326909","755859"
"594642420236619777","8699522","14546264"
"594642542924300288","719462856","26411479"
"594642683328495616","2956959392","16184358"
"594642684352012288","3059654592","16184358"
"594642801662398464","456433992","10228272"
"594642804254449664","24820841","37019708"
"594642819999866880","898575756","10228272"
"594642819999866880","898575756","403614288"
"594642841214660608","171413285","35293"
"594642902153883648","2904595786","380749300"
"594673554378989568","2347968654","24750566"
"594673732221849600","622132590","17198424"
"594673732221849600","622132590","20562637"
"594673795866042368","998588312","74650193"
"594673808566571008","2247534933","10228272"
"594673818624520192","2430528542","91353376"
"594673818624520192","2430528542","2394199207"
"594673997981159424","15052579","763549"
"594674056974086144","2944164937","16240267"
"594674188822179840","570146292","268014695"
"594674347798863872","390323805","2959795818"
"594674415998246912","896390126","2749313005"
"594674435514310656","489000602","193929442"
"594674435514310656","489000602","93155616"
"594674717019271169","158865339","12922082"
"594674786875248641","165274919","2749313005"
"594674898443767808","270703263","40063894"
"594674912440246272","1487364174","12922082"
"594674991385350144","15721079","15404407"
"594675032162443264","621491888","63043"
"594675186525437952","372952679","63043"
"594675203529019392","122215770","46940206"
"594675203529019392","122215770","14372486"
"594675214580977664","27073309","2959795818"
"594675250559844352","250038830","23575194"
"594675279639027713","424219192","243742269"
"594675416763273217","148072976","164726768"
"594675470064484352","375096311","2914580629"
"594675496304168961","3179084382","2991815317"
"594675774172438530","20857975","520649776"
"594675865553936385","3138397541","2749313005"
"594675906553208833","20497447","15791237"
"594676114162876417","23645138","23575194"
"594676115068686336","14372427","33423"
"594676130172563456","31741513","12922082"
"594676195309944832","722054083","20099293"
"594676271365419009","252964664","12922082"
"594676308921090048","727089104","275686563"
"594676308921090048","727089104","76493967"
"594676451603001344","3137463929","260750611"
"594676451603001344","3137463929","1429387459"
"594676513343217666","3137463929","346473042"
"594676513343217666","3137463929","1429387459"
"594676748031164416","15721079","15404407"
"594676797020590081","17205855","755859"
